5,0.7949291553698182
6,0.7987546185658215
7,0.7413559465956336
8,0.6867756781492071
9,0.8561747468388785
10,0.8320318854295303
11,0.7568601301592552
12,0.7003736871836587
13,0.6699767268962468
14,0.7445799993891332
15,0.6483318359952491
16,0.6238828057010213
17,0.7076523268957398
18,0.6937667749125979
19,0.7719547674687129
20,0.6000640860382008
21,0.653592863113327
22,0.5434419263818335
23,0.6740299411685231
24,0.5799641824943172
25,0.647403814141848
10,0.89507125919012
9,0.8537545742760757
9,0.838906993853255
8,0.5403075955206172
8,0.5608842094940039
8,0.5591038142933857
8,0.5463683245427245
9,0.6297707442388077
9,0.5920399576802958
12,0.6128825835303866
12,0.8922603690673865
12,0.6392114327066201
12,0.603823710083053
12,0.860003833357846
12,0.4667406603904226
